time,P,I,D,u
3.698,400,269.857,-0,669.857
3.699,400,269.957,-0,669.957
3.7,400,270.057,-0,670.057
3.701,400,270.157,-0,670.157
3.702,400,270.257,-0,670.257
3.703,400,270.357,-0,670.357
3.704,400,270.457,-0,670.457
3.705,400,270.557,-0,670.557
3.706,400,270.657,-0,670.657
3.707,400,270.757,-0,670.757
3.708,400,270.857,-0,670.857
3.709,400,270.957,-0,670.957
3.71,400,271.057,-0,671.057
3.711,400,271.157,-0,671.157
3.712,400,271.257,-0,671.257
3.713,400,271.357,-0,671.357
3.714,400,271.457,-0,671.457
3.715,400,271.557,-0,671.557
3.716,400,271.657,-0,671.657
3.717,400,271.757,-0,671.757
3.718,400,271.857,-0,671.857
3.719,400,271.957,-0,671.957
3.72,400,272.057,-0,672.057
3.721,400,272.157,-0,672.157
3.722,400,272.257,-0,672.257
3.723,400,272.357,-0,672.357
3.724,400,272.457,-0,672.457
3.725,400,272.557,-0,672.557
3.726,400,272.657,-0,672.657
3.727,400,272.757,-0,672.757
3.728,400,272.857,-0,672.857
3.729,400,272.957,-0,672.957
3.73,400,273.057,-0,673.057
3.731,400,273.157,-0,673.157
3.732,400,273.257,-0,673.257
3.733,400,273.357,-0,673.357
3.734,400,273.457,-0,673.458
3.735,400,273.557,-0,673.557
3.736,400,273.658,-0,673.657
3.737,400,273.758,-0,673.758
3.738,400,273.858,-0,673.858
3.739,400,273.958,-0,673.958
3.74,400,274.058,-0,674.057
3.741,400,274.158,-0,674.158
3.742,400,274.258,-0,674.258
3.743,400,274.358,-0,674.358
3.744,400,274.458,-0,674.458
3.745,400,274.558,-0,674.558
3.746,400,274.658,-0,674.658
3.747,400,274.758,-0,674.758
3.748,400,274.858,-0,674.858
3.749,400,274.958,-0,674.958
3.75,400,275.058,-0,675.058
3.751,400,275.158,-0,675.158
3.752,400,275.258,-0,675.258
3.753,400,275.358,-0,675.358
3.754,400,275.458,-0,675.458
3.755,400,275.558,-0,675.558
3.756,400,275.658,-0,675.658
3.757,400,275.758,-0,675.758
3.758,400,275.858,-0,675.858
3.759,400,275.958,-0,675.958
3.76,400,276.058,-0,676.058
3.761,400,276.158,-0,676.158
3.762,400,276.258,-0,676.258
3.763,400,276.358,-0,676.358
3.764,400,276.458,-0,676.458
3.765,400,276.558,-0,676.558
3.766,400,276.658,-0,676.658
3.767,400,276.758,-0,676.758
3.768,400,276.858,-0,676.858
3.769,400,276.958,-0,676.958
3.77,400,277.058,-0,677.058
3.771,400,277.158,-0,677.158
3.772,400,277.258,-0,677.258
3.773,400,277.358,-0,677.358
3.774,400,277.458,-0,677.458
3.775,400,277.558,-0,677.558
3.776,400,277.658,-0,677.658
3.777,400,277.758,-0,677.758
3.778,400,277.858,-0,677.858
3.779,400,277.958,-0,677.958
3.78,400,278.058,-0,678.058
3.781,400,278.158,-0,678.158
3.782,400,278.258,-0,678.258
3.783,400,278.358,-0,678.358
3.784,400,278.458,-0,678.458
3.785,400,278.558,-0,678.558
3.786,400,278.658,-0,678.658
3.787,400,278.758,-0,678.758
3.788,400,278.858,-0,678.858
3.789,400,278.958,-0,678.958
3.79,400,279.058,-0,679.058
3.791,400,279.158,-0,679.158
3.792,400,279.258,-0,679.258
3.793,400,279.358,-0,679.358
3.794,400,279.458,-0,679.458
3.795,400,279.558,-0,679.558
3.796,400,279.658,-0,679.658
3.797,400,279.758,-0,679.758
3.798,400,279.858,-0,679.858
3.799,400,279.958,-0,679.958
3.8,400,280.058,-0,680.058
3.801,400,280.158,-0,680.158
3.802,400,280.258,-0,680.258
3.803,400,280.358,-0,680.358
3.804,400,280.458,-0,680.458
3.805,400,280.558,-0,680.558
3.806,400,280.658,-0,680.658
3.807,400,280.758,-0,680.758
3.808,400,280.858,-0,680.858
3.809,400,280.958,-0,680.958
3.81,400,281.058,-0,681.058
3.811,400,281.158,-0,681.158
3.812,400,281.258,-0,681.258
3.813,400,281.358,-0,681.358
3.814,400,281.458,-0,681.458
3.815,400,281.558,-0,681.558
3.816,400,281.658,-0,681.658
3.817,400,281.758,-0,681.758
3.818,400,281.858,-0,681.858
3.819,400,281.958,-0,681.958
3.82,400,282.058,-0,682.058
3.821,400,282.158,-0,682.158
3.822,400,282.258,-0,682.258
3.823,400,282.358,-0,682.358
3.824,400,282.458,-0,682.458
3.825,400,282.558,-0,682.558
3.826,400,282.658,-0,682.658
3.827,400,282.758,-0,682.758
3.828,400,282.858,-0,682.858
3.829,400,282.958,-0,682.958
3.83,400,283.058,-0,683.058
3.831,400,283.158,-0,683.158
3.832,400,283.258,-0,683.258
3.833,400,283.358,-0,683.358
3.834,400,283.458,-0,683.458
3.835,400,283.558,-0,683.558
3.836,400,283.658,-0,683.658
3.837,400,283.758,-0,683.758
3.838,400,283.858,-0,683.858
3.839,400,283.958,-0,683.958
3.84,400,284.058,-0,684.058
3.841,400,284.158,-0,684.158
3.842,400,284.258,-0,684.258
3.843,400,284.358,-0,684.358
3.844,400,284.458,-0,684.458
3.845,400,284.558,-0,684.558
3.846,400,284.658,-0,684.658
3.847,400,284.758,-0,684.758
3.848,400,284.858,-0,684.858
3.849,400,284.958,-0,684.958
3.85,400,285.058,-0,685.058
3.851,400,285.158,-0,685.158
3.852,400,285.258,-0,685.258
3.853,400,285.358,-0,685.358
3.854,400,285.458,-0,685.458
3.855,400,285.558,-0,685.558
3.856,400,285.658,-0,685.658
3.857,400,285.758,-0,685.758
3.858,400,285.858,-0,685.858
3.859,400,285.958,-0,685.958
3.86,400,286.058,-0,686.058
3.861,400,286.158,-0,686.158
3.862,400,286.258,-0,686.258
3.863,400,286.358,-0,686.358
3.864,400,286.458,-0,686.458
3.865,400,286.558,-0,686.558
3.866,400,286.658,-0,686.658
3.867,400,286.758,-0,686.758
3.868,400,286.858,-0,686.858
3.869,400,286.958,-0,686.958
3.87,400,287.058,-0,687.058
3.871,400,287.158,-0,687.158
3.872,400,287.258,-0,687.258
3.873,400,287.358,-0,687.358
3.874,400,287.458,-0,687.458
3.875,400,287.558,-0,687.558
3.876,400,287.658,-0,687.658
3.877,400,287.758,-0,687.758
3.878,400,287.858,-0,687.858
3.879,400,287.958,-0,687.958
3.88,400,288.058,-0,688.058
3.881,400,288.158,-0,688.158
3.882,400,288.258,-0,688.258
3.883,400,288.358,-0,688.358
3.884,400,288.458,-0,688.458
3.885,400,288.558,-0,688.558
3.886,400,288.658,-0,688.658
3.887,400,288.758,-0,688.758
3.888,400,288.858,-0,688.858
3.889,400,288.958,-0,688.958
3.89,400,289.058,-0,689.058
3.891,400,289.158,-0,689.158
3.892,400,289.258,-0,689.258
3.893,400,289.358,-0,689.358
3.894,400,289.458,-0,689.458
3.895,400,289.558,-0,689.558
3.896,400,289.658,-0,689.658
3.897,400,289.758,-0,689.758
3.898,400,289.858,-0,689.859
3.899,400,289.958,-0,689.958
3.9,400,290.059,-0,690.058
3.901,400,290.159,-0,690.159
3.902,400,290.259,-0,690.259
3.903,400,290.359,-0,690.359
3.904,400,290.459,-0,690.458
3.905,400,290.559,-0,690.559
3.906,400,290.659,-0,690.659
3.907,400,290.759,-0,690.759
3.908,400,290.859,-0,690.859
3.909,400,290.959,-0,690.959
3.91,400,291.059,-0,691.059
3.911,400,291.159,-0,691.159
3.912,400,291.259,-0,691.259
3.913,400,291.359,-0,691.359
3.914,400,291.459,-0,691.459
3.915,400,291.559,-0,691.559
3.916,400,291.659,-0,691.659
3.917,400,291.759,-0,691.759
3.918,400,291.859,-0,691.859
3.919,400,291.959,-0,691.959
3.92,400,292.059,-0,692.059
3.921,400,292.159,-0,692.159
3.922,400,292.259,-0,692.259
3.923,400,292.359,-0,692.359
3.924,400,292.459,-0,692.459
3.925,400,292.559,-0,692.559
3.926,400,292.659,-0,692.659
3.927,400,292.759,-0,692.759
3.928,400,292.859,-0,692.859
3.929,400,292.959,-0,692.959
3.93,400,293.059,-0,693.059
3.931,400,293.159,-0,693.159
3.932,400,293.259,-0,693.259
3.933,400,293.359,-0,693.359
3.934,400,293.459,-0,693.459
3.935,400,293.559,-0,693.559
3.936,400,293.659,-0,693.659
3.937,400,293.759,-0,693.759
3.938,400,293.859,-0,693.859
3.939,400,293.959,-0,693.959
3.94,400,294.059,-0,694.059
3.941,400,294.159,-0,694.159
3.942,400,294.259,-0,694.259
3.943,400,294.359,-0,694.359
3.944,400,294.459,-0,694.459
3.945,400,294.559,-0,694.559
3.946,400,294.659,-0,694.659
3.947,400,294.759,-0,694.759
3.948,400,294.859,-0,694.859
3.949,400,294.959,-0,694.959
3.95,400,295.059,-0,695.059
3.951,400,295.159,-0,695.159
3.952,400,295.259,-0,695.259
3.953,400,295.359,-0,695.359
3.954,400,295.459,-0,695.459
3.955,400,295.559,-0,695.559
3.956,400,295.659,-0,695.659
3.957,400,295.759,-0,695.759
3.958,400,295.859,-0,695.859
3.959,400,295.959,-0,695.959
3.96,400,296.059,-0,696.059
3.961,400,296.159,-0,696.159
3.962,400,296.259,-0,696.259
3.963,400,296.359,-0,696.359
3.964,400,296.459,-0,696.459
3.965,400,296.559,-0,696.559
3.966,400,296.659,-0,696.659
3.967,400,296.759,-0,696.759
3.968,400,296.859,-0,696.859
3.969,400,296.959,-0,696.959
3.97,400,297.059,-0,697.059
3.971,400,297.159,-0,697.159
3.972,400,297.259,-0,697.259
3.973,400,297.359,-0,697.359
3.974,400,297.459,-0,697.459
3.975,400,297.559,-0,697.559
3.976,400,297.659,-0,697.659
3.977,400,297.759,-0,697.759
3.978,400,297.859,-0,697.859
3.979,400,297.959,-0,697.959
3.98,400,298.059,-0,698.059
3.981,400,298.159,-0,698.159
3.982,400,298.259,-0,698.259
3.983,400,298.359,-0,698.359
3.984,400,298.459,-0,698.459
3.985,400,298.559,-0,698.559
3.986,400,298.659,-0,698.659
3.987,400,298.759,-0,698.759
3.988,400,298.859,-0,698.859
3.989,400,298.959,-0,698.959
3.99,400,299.059,-0,699.059
3.991,400,299.159,-0,699.159
3.992,400,299.259,-0,699.259
3.993,400,299.359,-0,699.359
3.994,400,299.459,-0,699.459
3.995,400,299.559,-0,699.559
3.996,400,299.659,-0,699.659
3.997,400,299.759,-0,699.759
3.998,400,299.859,-0,699.859
3.999,400,299.959,-0,699.959
4,400,300.059,-0,700.059
4.001,400,300.159,-0,700.159
4.002,400,300.259,-0,700.259
4.003,400,300.359,-0,700.359
4.004,400,300.459,-0,700.459
4.005,400,300.559,-0,700.559
4.006,400,300.659,-0,700.659
4.007,400,300.759,-0,700.759
4.008,400,300.859,-0,700.859
4.009,400,300.959,-0,700.959
4.01,400,301.059,-0,701.059
4.011,400,301.159,-0,701.159
4.012,400,301.259,-0,701.259
4.013,400,301.359,-0,701.359
4.014,400,301.459,-0,701.459
4.015,400,301.559,-0,701.559
4.016,400,301.659,-0,701.659
4.017,400,301.759,-0,701.759
4.018,400,301.859,-0,701.859
4.019,400,301.959,-0,701.959
4.02,400,302.059,-0,702.059
4.021,400,302.159,-0,702.159
4.022,400,302.259,-0,702.259
4.023,400,302.359,-0,702.359
4.024,400,302.459,-0,702.459
4.025,400,302.559,-0,702.559
4.026,400,302.659,-0,702.659
4.027,400,302.759,-0,702.759
4.028,400,302.859,-0,702.859
4.029,400,302.959,-0,702.959
4.03,400,303.059,-0,703.059
4.031,400,303.159,-0,703.159
4.032,400,303.259,-0,703.259
4.033,400,303.359,-0,703.359
4.034,400,303.459,-0,703.459
4.035,400,303.559,-0,703.559
4.036,400,303.659,-0,703.659
4.037,400,303.759,-0,703.759
4.038,400,303.859,-0,703.859
4.039,400,303.959,-0,703.959
4.04,400,304.059,-0,704.059
4.041,400,304.159,-0,704.159
4.042,400,304.259,-0,704.259
4.043,400,304.359,-0,704.359
4.044,400,304.459,-0,704.459
4.045,400,304.559,-0,704.559
4.046,400,304.659,-0,704.659
4.047,400,304.759,-0,704.759
4.048,400,304.859,-0,704.859
4.049,400,304.959,-0,704.959
4.05,400,305.059,-0,705.059
4.051,400,305.159,-0,705.159
4.052,400,305.259,-0,705.259
4.053,400,305.359,-0,705.359
4.054,400,305.459,-0,705.459
4.055,400,305.559,-0,705.559
4.056,400,305.659,-0,705.659
4.057,400,305.759,-0,705.759
4.058,400,305.859,-0,705.859
4.059,400,305.959,-0,705.959
4.06,400,306.059,-0,706.059
4.061,400,306.159,-0,706.159
4.062,400,306.259,-0,706.26
4.063,400,306.359,-0,706.359
4.064,400,306.46,-0,706.459
4.065,400,306.56,-0,706.56
4.066,400,306.66,-0,706.66
4.067,400,306.76,-0,706.76
4.068,400,306.86,-0,706.859
4.069,400,306.96,-0,706.96
4.07,400,307.06,-0,707.06
4.071,400,307.16,-0,707.16
4.072,400,307.26,-0,707.26
4.073,400,307.36,-0,707.36
4.074,400,307.46,-0,707.46
4.075,400,307.56,-0,707.56
4.076,400,307.66,-0,707.66
4.077,400,307.76,-0,707.76
4.078,400,307.86,-0,707.86
4.079,400,307.96,-0,707.96
4.08,400,308.06,-0,708.06
4.081,400,308.16,-0,708.16
4.082,400,308.26,-0,708.26
4.083,400,308.36,-0,708.36
4.084,400,308.46,-0,708.46
4.085,400,308.56,-0,708.56
4.086,400,308.66,-0,708.66
4.087,400,308.76,-0,708.76
4.088,400,308.86,-0,708.86
4.089,400,308.96,-0,708.96
4.09,400,309.06,-0,709.06
4.091,400,309.16,-0,709.16
4.092,400,309.26,-0,709.26
4.093,400,309.36,-0,709.36
4.094,400,309.46,-0,709.46
4.095,400,309.56,-0,709.56
4.096,400,309.66,-0,709.66
4.097,400,309.76,-0,709.76
4.098,400,309.86,-0,709.86
4.099,400,309.96,-0,709.96
4.1,400,310.06,-0,710.06
4.101,400,310.16,-0,710.16
4.102,400,310.26,-0,710.26
4.103,400,310.36,-0,710.36
4.104,400,310.46,-0,710.46
4.105,400,310.56,-0,710.56
4.106,400,310.66,-0,710.66
4.107,400,310.76,-0,710.76
4.108,400,310.86,-0,710.86
4.109,400,310.96,-0,710.96
4.11,400,311.06,-0,711.06
4.111,400,311.16,-0,711.16
4.112,400,311.26,-0,711.26
4.113,400,311.36,-0,711.36
4.114,400,311.46,-0,711.46
4.115,400,311.56,-0,711.56
4.116,400,311.66,-0,711.66
4.117,400,311.76,-0,711.76
4.118,400,311.86,-0,711.86
4.119,400,311.96,-0,711.96
4.12,400,312.06,-0,712.06
4.121,400,312.16,-0,712.16
4.122,400,312.26,-0,712.26
4.123,400,312.36,-0,712.36
4.124,400,312.46,-0,712.46
4.125,400,312.56,-0,712.56
4.126,400,312.66,-0,712.66
4.127,400,312.76,-0,712.76
4.128,400,312.86,-0,712.86
4.129,400,312.96,-0,712.96
4.13,400,313.06,-0,713.06
4.131,400,313.16,-0,713.16
4.132,400,313.26,-0,713.26
4.133,400,313.36,-0,713.36
4.134,400,313.46,-0,713.46
4.135,400,313.56,-0,713.56
4.136,400,313.66,-0,713.66
4.137,400,313.76,-0,713.76
4.138,400,313.86,-0,713.86
4.139,400,313.96,-0,713.96
4.14,400,314.06,-0,714.06
4.141,400,314.16,-0,714.16
4.142,400,314.26,-0,714.26
4.143,400,314.36,-0,714.36
4.144,400,314.46,-0,714.46
4.145,400,314.56,-0,714.56
4.146,400,314.66,-0,714.66
4.147,400,314.76,-0,714.76
4.148,400,314.86,-0,714.86
4.149,400,314.96,-0,714.96
4.15,400,315.06,-0,715.06
4.151,400,315.16,-0,715.16
4.152,400,315.26,-0,715.26
4.153,400,315.36,-0,715.36
4.154,400,315.46,-0,715.46
4.155,400,315.56,-0,715.56
4.156,400,315.66,-0,715.66
4.157,400,315.76,-0,715.76
4.158,400,315.86,-0,715.86
4.159,400,315.96,-0,715.96
4.16,400,316.06,-0,716.06
4.161,400,316.16,-0,716.16
4.162,400,316.26,-0,716.26
4.163,400,316.36,-0,716.36
4.164,400,316.46,-0,716.46
4.165,400,316.56,-0,716.56
4.166,400,316.66,-0,716.66
4.167,400,316.76,-0,716.76
4.168,400,316.86,-0,716.86
4.169,400,316.96,-0,716.96
4.17,400,317.06,-0,717.06
4.171,400,317.16,-0,717.16
4.172,400,317.26,-0,717.26
4.173,400,317.36,-0,717.36
4.174,400,317.46,-0,717.46
4.175,400,317.56,-0,717.56
4.176,400,317.66,-0,717.66
4.177,400,317.76,-0,717.76
4.178,400,317.86,-0,717.86
4.179,400,317.96,-0,717.96
4.18,400,318.06,-0,718.06
4.181,400,318.16,-0,718.16
4.182,400,318.26,-0,718.26
4.183,400,318.36,-0,718.36
4.184,400,318.46,-0,718.46
4.185,400,318.56,-0,718.56
4.186,400,318.66,-0,718.66
4.187,400,318.76,-0,718.76
4.188,400,318.86,-0,718.86
4.189,400,318.96,-0,718.96
4.19,400,319.06,-0,719.06
4.191,400,319.16,-0,719.16
4.192,400,319.26,-0,719.26
4.193,400,319.36,-0,719.36
4.194,400,319.46,-0,719.46
4.195,400,319.56,-0,719.56
4.196,400,319.66,-0,719.66
4.197,400,319.76,-0,719.76
4.198,400,319.86,-0,719.86
4.199,400,319.96,-0,719.96
4.2,400,320.06,-0,720.06
4.201,400,320.16,-0,720.16
4.202,400,320.26,-0,720.26
4.203,400,320.36,-0,720.36
4.204,400,320.46,-0,720.46
4.205,400,320.56,-0,720.56
4.206,400,320.66,-0,720.66
4.207,400,320.76,-0,720.76
4.208,400,320.86,-0,720.86
4.209,400,320.96,-0,720.96
4.21,400,321.06,-0,721.06
4.211,400,321.16,-0,721.16
4.212,400,321.26,-0,721.26
4.213,400,321.36,-0,721.36
4.214,400,321.46,-0,721.46
4.215,400,321.56,-0,721.56
4.216,400,321.66,-0,721.66
4.217,400,321.76,-0,721.76
4.218,400,321.86,-0,721.86
4.219,400,321.96,-0,721.96
4.22,400,322.06,-0,722.06
4.221,400,322.16,-0,722.16
4.222,400,322.26,-0,722.26
4.223,400,322.36,-0,722.36
4.224,400,322.46,-0,722.46
4.225,400,322.56,-0,722.56
4.226,400,322.66,-0,722.661
4.227,400,322.76,-0,722.76
4.228,400,322.861,-0,722.86
4.229,400,322.961,-0,722.961
4.23,400,323.061,-0,723.061
4.231,400,323.161,-0,723.161
4.232,400,323.261,-0,723.26
4.233,400,323.361,-0,723.361
4.234,400,323.461,-0,723.461
4.235,400,323.561,-0,723.561
4.236,400,323.661,-0,723.661
4.237,400,323.761,-0,723.761
4.238,400,323.861,-0,723.861
4.239,400,323.961,-0,723.961
4.24,400,324.061,-0,724.061
4.241,400,324.161,-0,724.161
4.242,400,324.261,-0,724.261
4.243,400,324.361,-0,724.361
4.244,400,324.461,-0,724.461
4.245,400,324.561,-0,724.561
4.246,400,324.661,-0,724.661
4.247,400,324.761,-0,724.761
4.248,400,324.861,-0,724.861
4.249,400,324.961,-0,724.961
4.25,400,325.061,-0,725.061
4.251,400,325.161,-0,725.161
4.252,400,325.261,-0,725.261
4.253,400,325.361,-0,725.361
4.254,400,325.461,-0,725.461
4.255,400,325.561,-0,725.561
4.256,400,325.661,-0,725.661
4.257,400,325.761,-0,725.761
4.258,400,325.861,-0,725.861
4.259,400,325.961,-0,725.961
4.26,400,326.061,-0,726.061
4.261,400,326.161,-0,726.161
4.262,400,326.261,-0,726.261
4.263,400,326.361,-0,726.361
4.264,400,326.461,-0,726.461
4.265,400,326.561,-0,726.561
4.266,400,326.661,-0,726.661
4.267,400,326.761,-0,726.761
4.268,400,326.861,-0,726.861
4.269,400,326.961,-0,726.961
4.27,400,327.061,-0,727.061
4.271,400,327.161,-0,727.161
4.272,400,327.261,-0,727.261
4.273,400,327.361,-0,727.361
4.274,400,327.461,-0,727.461
4.275,400,327.561,-0,727.561
4.276,400,327.661,-0,727.661
4.277,400,327.761,-0,727.761
4.278,400,327.861,-0,727.861
4.279,400,327.961,-0,727.961
4.28,400,328.061,-0,728.061
4.281,400,328.161,-0,728.161
4.282,400,328.261,-0,728.261
4.283,400,328.361,-0,728.361
4.284,400,328.461,-0,728.461
4.285,400,328.561,-0,728.561
4.286,400,328.661,-0,728.661
4.287,400,328.761,-0,728.761
4.288,400,328.861,-0,728.861
4.289,400,328.961,-0,728.961
4.29,400,329.061,-0,729.061
4.291,400,329.161,-0,729.161
4.292,400,329.261,-0,729.261
4.293,400,329.361,-0,729.361
4.294,400,329.461,-0,729.461
4.295,400,329.561,-0,729.561
4.296,400,329.661,-0,729.661
4.297,400,329.761,-0,729.761
4.298,400,329.861,-0,729.861
4.299,400,329.961,-0,729.961
4.3,400,330.061,-0,730.061
4.301,400,330.161,-0,730.161
4.302,400,330.261,-0,730.261
4.303,400,330.361,-0,730.361
4.304,400,330.461,-0,730.461
4.305,400,330.561,-0,730.561
4.306,400,330.661,-0,730.661
4.307,400,330.761,-0,730.761
4.308,400,330.861,-0,730.861
4.309,400,330.961,-0,730.961
4.31,400,331.061,-0,731.061
4.311,400,331.161,-0,731.161
4.312,400,331.261,-0,731.261
4.313,400,331.361,-0,731.361
4.314,400,331.461,-0,731.461
4.315,400,331.561,-0,731.561
4.316,400,331.661,-0,731.661
4.317,400,331.761,-0,731.761
4.318,400,331.861,-0,731.861
4.319,400,331.961,-0,731.961
4.32,400,332.061,-0,732.061
4.321,400,332.161,-0,732.161
4.322,400,332.261,-0,732.261
4.323,400,332.361,-0,732.361
4.324,400,332.461,-0,732.461
4.325,400,332.561,-0,732.561
4.326,400,332.661,-0,732.661
4.327,400,332.761,-0,732.761
4.328,400,332.861,-0,732.861
4.329,400,332.961,-0,732.961
4.33,400,333.061,-0,733.061
4.331,400,333.161,-0,733.161
4.332,400,333.261,-0,733.261
4.333,400,333.361,-0,733.361
4.334,400,333.461,-0,733.461
4.335,400,333.561,-0,733.561
4.336,400,333.661,-0,733.661
4.337,400,333.761,-0,733.761
4.338,400,333.861,-0,733.861
4.339,400,333.961,-0,733.961
4.34,400,334.061,-0,734.061
4.341,400,334.161,-0,734.161
4.342,400,334.261,-0,734.261
4.343,400,334.361,-0,734.361
4.344,400,334.461,-0,734.461
4.345,400,334.561,-0,734.561
4.346,400,334.661,-0,734.661
4.347,400,334.761,-0,734.761
4.348,400,334.861,-0,734.861
4.349,400,334.961,-0,734.961
4.35,400,335.061,-0,735.061
4.351,400,335.161,-0,735.161
4.352,400,335.261,-0,735.261
4.353,400,335.361,-0,735.361
4.354,400,335.461,-0,735.461
4.355,400,335.561,-0,735.561
4.356,400,335.661,-0,735.661
4.357,400,335.761,-0,735.761
4.358,400,335.861,-0,735.861
4.359,400,335.961,-0,735.961
4.36,400,336.061,-0,736.061
4.361,400,336.161,-0,736.161
4.362,400,336.261,-0,736.261
4.363,400,336.361,-0,736.361
4.364,400,336.461,-0,736.461
4.365,400,336.561,-0,736.561
4.366,400,336.661,-0,736.661
4.367,400,336.761,-0,736.761
4.368,400,336.861,-0,736.861
4.369,400,336.961,-0,736.961
4.37,400,337.061,-0,737.061
4.371,400,337.161,-0,737.161
4.372,400,337.261,-0,737.261
4.373,400,337.361,-0,737.361
4.374,400,337.461,-0,737.461
4.375,400,337.561,-0,737.561
4.376,400,337.661,-0,737.661
4.377,400,337.761,-0,737.761
4.378,400,337.861,-0,737.861
4.379,400,337.961,-0,737.961
4.38,400,338.061,-0,738.061
4.381,400,338.161,-0,738.161
4.382,400,338.261,-0,738.261
4.383,400,338.361,-0,738.361
4.384,400,338.461,-0,738.461
4.385,400,338.561,-0,738.561
4.386,400,338.661,-0,738.661
4.387,400,338.761,-0,738.761
4.388,400,338.861,-0,738.861
4.389,400,338.961,-0,738.961
4.39,400,339.061,-0,739.062
4.391,400,339.161,-0,739.161
4.392,400,339.262,-0,739.261
4.393,400,339.362,-0,739.362
4.394,400,339.462,-0,739.462
4.395,400,339.562,-0,739.562
4.396,400,339.662,-0,739.661
4.397,400,339.762,-0,739.762
4.398,400,339.862,-0,739.862
4.399,400,339.962,-0,739.962
4.4,400,340.062,-0,740.062
4.401,400,340.162,-0,740.162
4.402,400,340.262,-0,740.262
4.403,400,340.362,-0,740.362
4.404,400,340.462,-0,740.462
4.405,400,340.562,-0,740.562
4.406,400,340.662,-0,740.662
4.407,400,340.762,-0,740.762
4.408,400,340.862,-0,740.862
4.409,400,340.962,-0,740.962
4.41,400,341.062,-0,741.062
4.411,400,341.162,-0,741.162
4.412,400,341.262,-0,741.262
4.413,400,341.362,-0,741.362
4.414,400,341.462,-0,741.462
4.415,400,341.562,-0,741.562
4.416,400,341.662,-0,741.662
4.417,400,341.762,-0,741.762
4.418,400,341.862,-0,741.862
4.419,400,341.962,-0,741.962
4.42,400,342.062,-0,742.062
4.421,400,342.162,-0,742.162
4.422,400,342.262,-0,742.262
4.423,400,342.362,-0,742.362
4.424,400,342.462,-0,742.462
4.425,400,342.562,-0,742.562
4.426,400,342.662,-0,742.662
4.427,400,342.762,-0,742.762
4.428,400,342.862,-0,742.862
4.429,400,342.962,-0,742.962
4.43,400,343.062,-0,743.062
4.431,400,343.162,-0,743.162
4.432,400,343.262,-0,743.262
4.433,400,343.362,-0,743.362
4.434,400,343.462,-0,743.462
4.435,400,343.562,-0,743.562
4.436,400,343.662,-0,743.662
4.437,400,343.762,-0,743.762
4.438,400,343.862,-0,743.862
4.439,400,343.962,-0,743.962
4.44,400,344.062,-0,744.062
4.441,400,344.162,-0,744.162
4.442,400,344.262,-0,744.262
4.443,400,344.362,-0,744.362
4.444,400,344.462,-0,744.462
4.445,400,344.562,-0,744.562
4.446,400,344.662,-0,744.662
4.447,400,344.762,-0,744.762
4.448,400,344.862,-0,744.862
4.449,400,344.962,-0,744.962
4.45,400,345.062,-0,745.062
4.451,400,345.162,-0,745.162
4.452,400,345.262,-0,745.262
4.453,400,345.362,-0,745.362
4.454,400,345.462,-0,745.462
4.455,400,345.562,-0,745.562
4.456,400,345.662,-0,745.662
4.457,400,345.762,-0,745.762
4.458,400,345.862,-0,745.862
4.459,400,345.962,-0,745.962
4.46,400,346.062,-0,746.062
4.461,400,346.162,-0,746.162
4.462,400,346.262,-0,746.262
4.463,400,346.362,-0,746.362
4.464,400,346.462,-0,746.462
4.465,400,346.562,-0,746.562
4.466,400,346.662,-0,746.662
4.467,400,346.762,-0,746.762
4.468,400,346.862,-0,746.862
4.469,400,346.962,-0,746.962
4.47,400,347.062,-0,747.062
4.471,400,347.162,-0,747.162
4.472,400,347.262,-0,747.262
4.473,400,347.362,-0,747.362
4.474,400,347.462,-0,747.462
4.475,400,347.562,-0,747.562
4.476,400,347.662,-0,747.662
4.477,400,347.762,-0,747.762
4.478,400,347.862,-0,747.862
4.479,400,347.962,-0,747.962
4.48,400,348.062,-0,748.062
4.481,400,348.162,-0,748.162
4.482,400,348.262,-0,748.262
4.483,400,348.362,-0,748.362
4.484,400,348.462,-0,748.462
4.485,400,348.562,-0,748.562
4.486,400,348.662,-0,748.662
4.487,400,348.762,-0,748.762
4.488,400,348.862,-0,748.862
4.489,400,348.962,-0,748.962
4.49,400,349.062,-0,749.062
4.491,400,349.162,-0,749.162
4.492,400,349.262,-0,749.262
4.493,400,349.362,-0,749.362
4.494,400,349.462,-0,749.462
4.495,400,349.562,-0,749.562
4.496,400,349.662,-0,749.662
4.497,400,349.762,-0,749.762
4.498,400,349.862,-0,749.862
4.499,400,349.962,-0,749.962
4.5,400,350.062,-0,750.062
4.501,400,350.162,-0,750.162
4.502,400,350.262,-0,750.262
4.503,400,350.362,-0,750.362
4.504,400,350.462,-0,750.462
4.505,400,350.562,-0,750.562
4.506,400,350.662,-0,750.662
4.507,400,350.762,-0,750.762
4.508,400,350.862,-0,750.862
4.509,400,350.962,-0,750.962
4.51,400,351.062,-0,751.062
4.511,400,351.162,-0,751.162
4.512,400,351.262,-0,751.262
4.513,400,351.362,-0,751.362
4.514,400,351.462,-0,751.462
4.515,400,351.562,-0,751.562
4.516,400,351.662,-0,751.662
4.517,400,351.762,-0,751.762
4.518,400,351.862,-0,751.862
4.519,400,351.962,-0,751.962
4.52,400,352.062,-0,752.062
